matchup,event_name,event_description,video_id
Pistolero vs Luxuria,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",ZaetK02hDu0
M Zhayt vs CripLi,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",_WnwqsVPfiU
Fukuda vs Invictus,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",K7x7j-JeoBs
K-Ram/SlockOne vs Vitrum/Illtimate,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",v-NFpakxwbk
G-Clown vs JR Zero,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",6G5yQvjWv1I
J-King vs JDee,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",hv7NO0dOLcU
Sur Henyo vs Kregga vs Batang Rebelde vs LilStrocks vs Bagsik,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",k7RrIem98A4
Harlem vs J-Blaque,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",t7tVPBoJqPE
Jonas vs Tweng,Ahon 13 (Day 2),"FlipTop presents: Ahon 13 (Day 2), Isabuhay 2022 Finals @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 17, 2022. Filipino Conference Battles.",r82YacsQJJg
Abra vs EJ Power,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",sjFv7upPlN8
GL vs Marshall Bonifacio,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",3_zsDmT7iJ4
Poison13 vs Zend Luke,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",C2IAsPfoMc8
Shernan vs MastaFeat,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",wPiBDzAx7WY
Zaito vs C-Quence vs CNine vs Prince Rhyme vs Castillo,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",bItSfnf-wmM
Elbiz vs Asser,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",AH12D7OCEVM
Hazky vs SirDeo,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",ZJfQmTzjPUo
Zaki vs Plaridhel,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",xNBODIvxBY4
Manda Baliw vs Gameboy,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",k5AdJL5U_do
Lhipkram vs Apoc,Ahon 13 (Day 1),"FlipTop presents: Ahon 13 (Day 1) @ FlipTop Warehouse, Maclang corner P. Guevarra, San Juan City. Philippines. Dec. 16, 2022. Filipino Conference Battles.",qONgx_4uj2w
Lhipkram vs J-King,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",Y0hgfpGo3cE
J-Blaque vs Marshall Bonifacio,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",5lB7DFQsyhc
M Zhayt/Manda Baliw vs K-Ram/SlockOne,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",ICK-xPyX_60
MastaFeat vs Plaridhel,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",oDRnWaLNtqE
Batang Rebelde vs Prince Rhyme,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",bJ8G0fJTnok
K-Ram vs Pen Pluma,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",2yTEwBzV62M
OnliSon vs Arma,Zoning 15,"FlipTop presents: Zoning 15 @ TIU Theater, Makati Central Square, Makati City, Philippines. November 5, 2022. Filipino Conference Battles.",1EvA88qE9lU
Pistolero vs Goriong Talas,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",tUgtjIbr5PE
Poison13 vs Luxuria,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",hdd_gcjrCOc
Sayadd vs GL,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",bGOxyj9Iwy8
Plazma vs Zend Luke,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",j_YWbWmGjkI
Asser vs CripLi,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",dQMBbh6pPfQ
Yuniko vs C-Quence,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",sFYX9nEPk9E
Bagsik vs Manda Baliw,Unibersikulo 11,"FlipTop presents: Unibersikulo 11, Isabuhay 2022 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 15, 2022. Filipino Conference Battles.",esRLSBBbYPE
Pistolero vs Castillo,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",zPBdg-uEDio
Poison13 vs Elbiz,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",l7DN1QQEEDg
Goriong Talas vs JDee,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",ETvDvEuJfok
Harlem vs Luxuria,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",O_J8J9FaITk
SlockOne vs LilStrocks,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",aM2OPiJFidk
JR Zero vs Illtimate,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",iKDl_K5v1c8
Damsa vs CNine,Bwelta Balentong 9,"FlipTop presents: Bwelta Balentong 9, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. September 3, 2022. Filipino Conference Battles.",Eel7xDhrIPA
Jonas vs SirDeo,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",0BIGq728WGk
Hazky vs MastaFeat,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",ZZdIifi92ck
Pistolero vs Plaridhel,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",ANU8DfdHFIc
Elbiz vs Zend Luke,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",Q76t76Pji-M
Fukuda vs J-King,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",y7ku_sN0PB4
CripLi vs K-Ram,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",smRpLQWu59M
Prince Rhyme vs Vitrum,Zoning 14,"FlipTop presents: Zoning 14, Isabuhay 2022 @ TIU Theater, Makati Central Square, Makati City, Philippines. July 16, 2022. Filipino Conference Battles.",q7mRchSRLW4
Range vs Tweng,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",MRzSDjWCa9k
Asser vs Fangs,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",-LKFyIMoZ7w
M Zhayt vs J-Blaque,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",8CtAfkytUgQ
Goriong Talas vs Pen Pluma,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",lxw5YiCznCQ
GL vs LilStrocks,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",K-bxj_O4y48
CNine vs Castillo,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",MJtecK4g_28
Makii vs GI,Gubat 10,"FlipTop presents: Gubat 10, Isabuhay 2022 @ Hoops Dome, Lapulapu City, Cebu, Philippines. May 14, 2022. Filipino and Bisaya Conference Battles.",zCFALB8QkvQ
Zaito vs Luxuria,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",yDD8HiqzEdI
Harlem vs C-Quence,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",ArWD8-21o5I
Poison13 vs SlockOne,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",MfH1NaCu7Ps
JDee vs Zaki,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",9va2PIVTpMc
Batang Rebelde vs MastaFeat,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",L4T6zeJI7-Y
Bagsik vs Prince Rhyme,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",ot6W3EpD90E
Onaks vs One Lie Ace,Second Sight 10,"FlipTop presents: Second Sight 10, Isabuhay 2022 @ TIU Theater, Makati City, Metro Manila, Philippines. April 23, 2022. Filipino Conference Battles.",4iP-N9qMdrA
Invictus vs Hazky,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",1nzfB0KCKN4
Mhot vs Sayadd,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",XMu2WAiS6rY
M Zhayt vs Marshall Bonifacio,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",i-aPJqgRmWM
Zend Luke vs Emar Industriya,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",LrwoGdSVk2g
Frooz vs Fukuda,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",VLupgQ4zDT4
Lhipkram vs Goriong Talas,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",L5rpBBUvVNw
Class G vs 3rdy,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",VkMz2kpRkYc
Sur Henyo vs Harlem,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",wAHiCmTyyZM
CNine vs Karisma,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",QHVhwMWohPE
Batang Rebelde vs Castillo,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",mKC8CoIhT3w
Onaks vs Kenzer,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",1KrvZoGoNE4
Sickreto vs Murdz,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",tSn0rQCC7uM
Empithri vs RG,Ahon 14 (Day 2),"FlipTop presents: Ahon 14, Day 2, Isabuhay 2023 Finals @ TIU Theater, Makati Central Square, Makati City, Philippines. December 16, 2023. Filipino Conference Battles.",yIbfg1PRTgI
Smugglaz vs Charron,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",CY2BTb2_g8w
Pistolero vs J-Blaque,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",8KgHKDpbrVM
Jonas vs K-Ram,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",YdQanPDK-4Y
GL vs Plaridhel,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",3yLoj3zcFVU
Poison13 vs Asser,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",HvUpOLgOiMU
Zaki vs Manda Baliw,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",flu9KofsnfU
JDee vs Vitrum,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",71p-Kd-duyY
SlockOne vs MastaFeat,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",vBnWKy9vHSw
Shernan vs Sak Maestro,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",4moYcs4NS0w
SirDeo vs Bagsik,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",ehaZ6YuY_z8
Prince Rhyme vs Ruffian,Ahon 14 (Day 1),"FlipTop presents: Ahon 14, Day 1 @ TIU Theater, Makati Central Square, Makati City, Philippines. December 15, 2023. Filipino Conference Battles.",5XJFz0DYnAw
Plaridhel vs Hazky,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",RdnJB8Wt_i0
GL vs Lhipkram,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",YJsxEwgp-fc
Emar Industriya vs Class G,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",1YqlZqI3ueI
Vitrum vs Ruffian,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",FIF92IaNidY
Bagsik vs Karisma,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",4hDKK1pfx4o
Manda Baliw vs Batang Rebelde,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",fB54-PjaNOY
J-King vs SirDeo,Bwelta Balentong 10,"FlipTop presents: Bwelta Balentong 10, Isabuhay 2023 Semis @ TIU Theater, Makati Central Square, Makati City, Philippines. October 7, 2023. Filipino Conference Battles.",BY4g5_Idhv4
Pistolero vs Zend Luke,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",CPEyyDFNEvc
Invictus vs JDee,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",Mx5lYX_-j4U
Asser vs Marshall Bonifacio,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",hyxQNf0MTXg
MastaFeat vs LilStrocks,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",5WJF4ZOtsAE
Ban vs Nathan,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",NKq7DKkwdPA
Pen Pluma vs Nadnad,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",nmlLKs1ay7Q
$tep G vs Drop D,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",H5p5Qnh1XE4
Linax vs Keji,Gubat 12 (Day 2),"FlipTop presents: Gubat 12, Day 2, Isabuhay 2023 Semis @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 30, 2023. Filipino Conference Battles.",R7anFm1vRYE
Nikki vs K-Ram,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",CPEyyDFNEvc
Jonas vs Castillo,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",u0A5cjagzWw
Empithri vs Murdz,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",tsEtOkvu4HM
Shernan vs Luxuria,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",lTuzGEsfyBs
Kenzer vs Zero MB,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",te34JgitHYM
RG vs Mimack,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",ZGJLjwgLuRs
Deadline vs Crypto,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",8dXE0Y0iSXw
Climax vs Barbarian,Gubat 12 (Day 1),"FlipTop presents: Gubat 12, Day 1 @ Mariner's Court, Legaspi Ext., Cebu City, Cebu. Philippines. September 29, 2023. Filipino Conference Battles.",aJ6yzMdvOvU
Poison13 vs Plaridhel,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",rJKY_7rrjHc
K-Ram vs Zaki,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",agoPL2tI02s
Sak Maestro vs Hazky,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",_a1GCl5eBPc
Zaito vs JDee,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",Dd-71FcVS7Q
Invictus vs Illtimate,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",-1rRcKsjX_M
Ruffian vs Class G,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",D6nGngMGQ0o
CNine vs Manda Baliw,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",K2wlZLCHGa4
Onaks vs Karisma,Zoning 16,"FlipTop presents: Zoning 16, Isabuhay 2023 @ TIU Theater, Makati Central Square, Makati City. Philippines. July 22, 2023. Filipino Conference Battles.",KNYrL6Ni1No
Article Clipted vs Derekta,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",KjMS7w5ey6U
Resiak vs Classico,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",9mLXDRzq0CM
3rdy vs Cors,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",okmV0PMb9E4
Yagi vs Ron Aaron,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",bi9MhjEqlUw
Kros vs Driex,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",pEWUBby0_xk
Henz vs Davera,Won Minutes 2023 (Mindanao),"FlipTop presents: Won Minutes Mindanao @ Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",sUc3IOv1GeI
Sixth Threat vs Shernan,Pakusganay 7,"FlipTop presents: Pakusganay 7 @ The Dome, NCCC Mall VP,  J.P. Laurel Avenue, Poblacion District, Davao City. Philippines. June 3, 2023. Filipino Conference Battles.",EbuaqFDM18o
